year,gender,edad,mes,asegurados
2009,Hombres,15-19,dic,9700
2009,Hombres,20-24,ene,45886
2009,Hombres,20-24,feb,45486
2009,Hombres,20-24,mar,45618
2009,Hombres,20-24,abr,44677
2009,Hombres,20-24,may,45483
2009,Hombres,20-24,jun,44346
2009,Hombres,20-24,jul,44135
2009,Hombres,20-24,ago,44624
2009,Hombres,20-24,sep,43628
2009,Hombres,20-24,oct,43703
2009,Hombres,20-24,nov,45416
2009,Hombres,20-24,dic,45573
2009,Hombres,25-29,ene,56706
2009,Hombres,25-29,feb,56675
2009,Hombres,25-29,mar,56913
2009,Hombres,25-29,abr,56532
2009,Hombres,25-29,may,57744
2009,Hombres,25-29,jun,57273
2009,Hombres,25-29,jul,57529
2009,Hombres,25-29,ago,58263
2009,Hombres,25-29,sep,58050
2009,Hombres,25-29,oct,58664
2009,Hombres,25-29,nov,60423
2009,Hombres,25-29,dic,60423
2009,Hombres,30-34,ene,43392
2009,Hombres,30-34,feb,43453
2009,Hombres,30-34,mar,43769
2009,Hombres,30-34,abr,43622
2009,Hombres,30-34,may,44370
2009,Hombres,30-34,jun,44281
2009,Hombres,30-34,jul,44156
2009,Hombres,30-34,ago,44489
2009,Hombres,30-34,sep,44508
2009,Hombres,30-34,oct,45028
2009,Hombres,30-34,nov,46292
2009,Hombres,30-34,dic,46370
2009,Hombres,35-39,ene,33036
2009,Hombres,35-39,feb,33328
2009,Hombres,35-39,mar,33424
2009,Hombres,35-39,abr,33278
2009,Hombres,35-39,may,33882
2009,Hombres,35-39,jun,33757
2009,Hombres,35-39,jul,33991
2009,Hombres,35-39,ago,34281
2009,Hombres,35-39,sep,34322
2009,Hombres,35-39,oct,34772
2009,Hombres,35-39,nov,35597
2009,Hombres,35-39,dic,35682
2009,Hombres,40-44,ene,28548
2009,Hombres,40-44,feb,28654
2009,Hombres,40-44,mar,28946
2009,Hombres,40-44,abr,28825
2009,Hombres,40-44,may,29253
2009,Hombres,40-44,jun,29140
2009,Hombres,40-44,jul,29052
2009,Hombres,40-44,ago,29196
2009,Hombres,40-44,sep,29162
2009,Hombres,40-44,oct,29376
2009,Hombres,40-44,nov,29872
2009,Hombres,40-44,dic,29931
2009,Hombres,45-49,ene,23558
2009,Hombres,45-49,feb,23771
2009,Hombres,45-49,mar,24024
2009,Hombres,45-49,abr,23954
2009,Hombres,45-49,may,24312
2009,Hombres,45-49,jun,24395
2009,Hombres,45-49,jul,24287
2009,Hombres,45-49,ago,24410
2009,Hombres,45-49,sep,24404
2009,Hombres,45-49,oct,24711
2009,Hombres,45-49,nov,25073
2009,Hombres,45-49,dic,25191
2009,Hombres,50-54,ene,17504
2009,Hombres,50-54,feb,17515
2009,Hombres,50-54,mar,17700
2009,Hombres,50-54,abr,17548
2009,Hombres,50-54,may,17852
2009,Hombres,50-54,jun,18024
2009,Hombres,50-54,jul,17962
2009,Hombres,50-54,ago,18063
2009,Hombres,50-54,sep,18097
2009,Hombres,50-54,oct,18283
2009,Hombres,50-54,nov,18585
2009,Hombres,50-54,dic,18624
2009,Hombres,55-59,ene,10464
2009,Hombres,55-59,feb,10691
2009,Hombres,55-59,mar,10811
2009,Hombres,55-59,abr,10757
2009,Hombres,55-59,may,11052
2009,Hombres,55-59,jun,11128
2009,Hombres,55-59,jul,11166
2009,Hombres,55-59,ago,11324
2009,Hombres,55-59,sep,11375
2009,Hombres,55-59,oct,11505
2009,Hombres,55-59,nov,11701
2009,Hombres,55-59,dic,11795
2009,Hombres,60-64,ene,4510
2009,Hombres,60-64,feb,4599
2009,Hombres,60-64,mar,4636
2009,Hombres,60-64,abr,4505
2009,Hombres,60-64,may,4682
2009,Hombres,60-64,jun,4700
2009,Hombres,60-64,jul,4692
2009,Hombres,60-64,ago,4717
2009,Hombres,60-64,sep,4696
2009,Hombres,60-64,oct,4762
2009,Hombres,60-64,nov,4841
2009,Hombres,60-64,dic,4845
2009,Hombres,65 y Más,ene,2453
2009,Hombres,65 y Más,feb,2506
2009,Hombres,65 y Más,mar,2541
2009,Hombres,65 y Más,abr,2533
2009,Hombres,65 y Más,may,2607
2009,Hombres,65 y Más,jun,2627
2009,Hombres,65 y Más,jul,2605
2009,Hombres,65 y Más,ago,2591
2009,Hombres,65 y Más,sep,2582
2009,Hombres,65 y Más,oct,2590
2009,Hombres,65 y Más,nov,2613
2009,Hombres,65 y Más,dic,2626
2009,Mujeres,0-14,ene,25
2009,Mujeres,0-14,feb,28
2009,Mujeres,0-14,mar,28
2009,Mujeres,0-14,abr,28
2009,Mujeres,0-14,may,23
2009,Mujeres,0-14,jun,17
2009,Mujeres,0-14,jul,9
2009,Mujeres,0-14,ago,10
2009,Mujeres,0-14,sep,4
2009,Mujeres,0-14,oct,4
2009,Mujeres,0-14,nov,4
2009,Mujeres,0-14,dic,7
2009,Mujeres,15-19,ene,5819
2009,Mujeres,15-19,feb,5762
2009,Mujeres,15-19,mar,5655
2009,Mujeres,15-19,abr,5267
2009,Mujeres,15-19,may,5424
2009,Mujeres,15-19,jun,5320
2009,Mujeres,15-19,jul,5233
2009,Mujeres,15-19,ago,5504
2009,Mujeres,15-19,sep,5314
2009,Mujeres,15-19,oct,5196
2009,Mujeres,15-19,nov,5186
2009,Mujeres,15-19,dic,5045
2009,Mujeres,20-24,ene,34284
2009,Mujeres,20-24,feb,33974
2009,Mujeres,20-24,mar,33802
2009,Mujeres,20-24,abr,32955
2009,Mujeres,20-24,may,33118
2009,Mujeres,20-24,jun,33316
2009,Mujeres,20-24,jul,33163
2009,Mujeres,20-24,ago,33474
2009,Mujeres,20-24,sep,32877
2009,Mujeres,20-24,oct,32987
2009,Mujeres,20-24,nov,32804
2009,Mujeres,20-24,dic,32481
2009,Mujeres,25-29,ene,45692
2009,Mujeres,25-29,feb,45642
2009,Mujeres,25-29,mar,45877
2009,Mujeres,25-29,abr,45241
2009,Mujeres,25-29,may,45881
2009,Mujeres,25-29,jun,46596
2009,Mujeres,25-29,jul,46719
2009,Mujeres,25-29,ago,47211
2009,Mujeres,25-29,sep,47003
2009,Mujeres,25-29,oct,47617
2009,Mujeres,25-29,nov,47687
2009,Mujeres,25-29,dic,47563
2009,Mujeres,30-34,ene,35199
2009,Mujeres,30-34,feb,35450
2009,Mujeres,30-34,mar,35568
2009,Mujeres,30-34,abr,35192
2009,Mujeres,30-34,may,35619
2009,Mujeres,30-34,jun,35875
2009,Mujeres,30-34,jul,35904
2009,Mujeres,30-34,ago,36184
2009,Mujeres,30-34,sep,36080
2009,Mujeres,30-34,oct,36394
2009,Mujeres,30-34,nov,36647
2009,Mujeres,30-34,dic,36732
2009,Mujeres,35-39,ene,29928
2009,Mujeres,35-39,feb,30164
2009,Mujeres,35-39,mar,30366
2009,Mujeres,35-39,abr,30149
2009,Mujeres,35-39,may,30438
2009,Mujeres,35-39,jun,30586
2009,Mujeres,35-39,jul,30550
2009,Mujeres,35-39,ago,30592
2009,Mujeres,35-39,sep,30455
2009,Mujeres,35-39,oct,30669
2009,Mujeres,35-39,nov,30788
2009,Mujeres,35-39,dic,30922
2009,Mujeres,40-44,ene,26595
2009,Mujeres,40-44,feb,26910
2009,Mujeres,40-44,mar,27127
2009,Mujeres,40-44,abr,27021
2009,Mujeres,40-44,may,27377
2009,Mujeres,40-44,jun,27580
2009,Mujeres,40-44,jul,27511
2009,Mujeres,40-44,ago,27557
2009,Mujeres,40-44,sep,27523
2009,Mujeres,40-44,oct,27613
2009,Mujeres,40-44,nov,27663
2009,Mujeres,40-44,dic,27641
2009,Mujeres,45-49,ene,19606
2009,Mujeres,45-49,feb,19867
2009,Mujeres,45-49,mar,20144
2009,Mujeres,45-49,abr,20159
2009,Mujeres,45-49,may,20461
2009,Mujeres,45-49,jun,20682
2009,Mujeres,45-49,jul,20658
2009,Mujeres,45-49,ago,20800
2009,Mujeres,45-49,sep,20839
2009,Mujeres,45-49,oct,21022
2009,Mujeres,45-49,nov,21039
2009,Mujeres,45-49,dic,21135
2009,Mujeres,50-54,ene,12508
2009,Mujeres,50-54,feb,12740
2009,Mujeres,50-54,mar,12943
2009,Mujeres,50-54,abr,12878
2009,Mujeres,50-54,may,13105
2009,Mujeres,50-54,jun,13242
2009,Mujeres,50-54,jul,13219
2009,Mujeres,50-54,ago,13329
2009,Mujeres,50-54,sep,13378
2009,Mujeres,50-54,oct,13416
2009,Mujeres,50-54,nov,13542
2009,Mujeres,50-54,dic,13667
2009,Mujeres,55-59,ene,6407
2009,Mujeres,55-59,feb,6589
2009,Mujeres,55-59,mar,6641
2009,Mujeres,55-59,abr,6603
2009,Mujeres,55-59,may,6840
2009,Mujeres,55-59,jun,6972
2009,Mujeres,55-59,jul,6991
2009,Mujeres,55-59,ago,7049
2009,Mujeres,55-59,sep,7101
2009,Mujeres,55-59,oct,7148
2009,Mujeres,55-59,nov,7231
2009,Mujeres,55-59,dic,7267
2009,Mujeres,60-64,ene,1993
2009,Mujeres,60-64,feb,2076
2009,Mujeres,60-64,mar,2115
2009,Mujeres,60-64,abr,2072
2009,Mujeres,60-64,may,2130
2009,Mujeres,60-64,jun,2151
2009,Mujeres,60-64,jul,2147
2009,Mujeres,60-64,ago,2157
2009,Mujeres,60-64,sep,2170
2009,Mujeres,60-64,oct,2199
2009,Mujeres,60-64,nov,2210
2009,Mujeres,60-64,dic,2249
2009,Mujeres,65 y Más,ene,773
2009,Mujeres,65 y Más,feb,812
2009,Mujeres,65 y Más,mar,822
2009,Mujeres,65 y Más,abr,805
2009,Mujeres,65 y Más,may,852
2009,Mujeres,65 y Más,jun,869
2009,Mujeres,65 y Más,jul,875
2009,Mujeres,65 y Más,ago,877
2009,Mujeres,65 y Más,sep,877
2009,Mujeres,65 y Más,oct,877
2009,Mujeres,65 y Más,nov,882
2009,Mujeres,65 y Más,dic,891
2008,Hombres,0-14,ene,36
2008,Hombres,0-14,feb,65
2008,Hombres,0-14,mar,68
2008,Hombres,0-14,abr,63
2008,Hombres,0-14,may,55
2008,Hombres,0-14,jun,37
2008,Hombres,0-14,jul,31
2008,Hombres,0-14,ago,38
2008,Hombres,0-14,sep,32
2008,Hombres,0-14,oct,26
2008,Hombres,0-14,nov,21
2008,Hombres,0-14,dic,38
2008,Hombres,15-19,ene,10861
2008,Hombres,15-19,feb,11465
2008,Hombres,15-19,mar,11459
2008,Hombres,15-19,abr,11584
2008,Hombres,15-19,may,11546
2008,Hombres,15-19,jun,11450
2008,Hombres,15-19,jul,11230
2008,Hombres,15-19,ago,11089
2008,Hombres,15-19,sep,10705
2008,Hombres,15-19,oct,10498
2008,Hombres,15-19,nov,10517
2008,Hombres,15-19,dic,10873
2008,Hombres,20-24,ene,46959
2008,Hombres,20-24,feb,47537
2008,Hombres,20-24,mar,47248
2008,Hombres,20-24,abr,47583
2008,Hombres,20-24,may,46727
2008,Hombres,20-24,jun,46436
2008,Hombres,20-24,jul,46504
2008,Hombres,20-24,ago,46090
2008,Hombres,20-24,sep,45326
2008,Hombres,20-24,oct,45518
2008,Hombres,20-24,nov,45562
2008,Hombres,20-24,dic,45588
2008,Hombres,25-29,ene,54188
2008,Hombres,25-29,feb,54733
2008,Hombres,25-29,mar,55154
2008,Hombres,25-29,abr,55710
2008,Hombres,25-29,may,55349
2008,Hombres,25-29,jun,55637
2008,Hombres,25-29,jul,56309
2008,Hombres,25-29,ago,56408
2008,Hombres,25-29,sep,56344
2008,Hombres,25-29,oct,56826
2008,Hombres,25-29,nov,56650
2008,Hombres,25-29,dic,56625
2008,Hombres,30-34,ene,41162
2008,Hombres,30-34,feb,41443
2008,Hombres,30-34,mar,41670
2008,Hombres,30-34,abr,42159
2008,Hombres,30-34,may,41992
2008,Hombres,30-34,jun,42145
2008,Hombres,30-34,jul,42710
2008,Hombres,30-34,ago,42826
2008,Hombres,30-34,sep,42862
2008,Hombres,30-34,oct,43152
2008,Hombres,30-34,nov,43412
2008,Hombres,30-34,dic,43477
2008,Hombres,35-39,ene,31830
2008,Hombres,35-39,feb,31995
2008,Hombres,35-39,mar,32151
2008,Hombres,35-39,abr,32423
2008,Hombres,35-39,may,32221
2008,Hombres,35-39,jun,32339
2008,Hombres,35-39,jul,32593
2008,Hombres,35-39,ago,32578
2008,Hombres,35-39,sep,32556
2008,Hombres,35-39,oct,32865
2008,Hombres,35-39,nov,33106
2008,Hombres,35-39,dic,33189
2008,Hombres,40-44,ene,27118
2008,Hombres,40-44,feb,27286
2008,Hombres,40-44,mar,27497
2008,Hombres,40-44,abr,27931
2008,Hombres,40-44,may,27948
2008,Hombres,40-44,jun,28062
2008,Hombres,40-44,jul,28363
2008,Hombres,40-44,ago,28358
2008,Hombres,40-44,sep,28383
2008,Hombres,40-44,oct,28645
2008,Hombres,40-44,nov,28705
2008,Hombres,40-44,dic,28724
2008,Hombres,45-49,ene,21778
2008,Hombres,45-49,feb,21943
2008,Hombres,45-49,mar,22158
2008,Hombres,45-49,abr,22543
2008,Hombres,45-49,may,22605
2008,Hombres,45-49,jun,22872
2008,Hombres,45-49,jul,23159
2008,Hombres,45-49,ago,23385
2008,Hombres,45-49,sep,23515
2008,Hombres,45-49,oct,23667
2008,Hombres,45-49,nov,23797
2008,Hombres,45-49,dic,23764
2008,Hombres,50-54,ene,15525
2008,Hombres,50-54,feb,15762
2008,Hombres,50-54,mar,15936
2008,Hombres,50-54,abr,16190
2008,Hombres,50-54,may,16325
2008,Hombres,50-54,jun,16579
2008,Hombres,50-54,jul,16959
2008,Hombres,50-54,ago,16969
2008,Hombres,50-54,sep,17106
2008,Hombres,50-54,oct,17326
2008,Hombres,50-54,nov,17371
2008,Hombres,50-54,dic,17601
2008,Hombres,55-59,ene,9590
2008,Hombres,55-59,feb,9681
2008,Hombres,55-59,mar,9761
2008,Hombres,55-59,abr,9919
2008,Hombres,55-59,may,9924
2008,Hombres,55-59,jun,10037
2008,Hombres,55-59,jul,10120
2008,Hombres,55-59,ago,10262
2008,Hombres,55-59,sep,10366
2008,Hombres,55-59,oct,10441
2008,Hombres,55-59,nov,10416
2008,Hombres,55-59,dic,10473
2008,Hombres,60-64,ene,3932
2008,Hombres,60-64,feb,4019
2008,Hombres,60-64,mar,4101
2008,Hombres,60-64,abr,4163
2008,Hombres,60-64,may,4211
2008,Hombres,60-64,jun,4226
2008,Hombres,60-64,jul,4277
2008,Hombres,60-64,ago,4304
2008,Hombres,60-64,sep,4398
2008,Hombres,60-64,oct,4456
2008,Hombres,60-64,nov,4443
2008,Hombres,60-64,dic,4498
2008,Hombres,65 y Más,ene,2245
2008,Hombres,65 y Más,feb,2282
2008,Hombres,65 y Más,mar,2310
2008,Hombres,65 y Más,abr,2327
2008,Hombres,65 y Más,may,2355
2008,Hombres,65 y Más,jun,2321
2008,Hombres,65 y Más,jul,2383
2008,Hombres,65 y Más,ago,2412
2008,Hombres,65 y Más,sep,2419
2008,Hombres,65 y Más,oct,2484
2008,Hombres,65 y Más,nov,2424
2008,Hombres,65 y Más,dic,2441
2008,Mujeres,0-14,ene,12
2008,Mujeres,0-14,feb,28
2008,Mujeres,0-14,mar,33
2008,Mujeres,0-14,abr,24
2008,Mujeres,0-14,may,23
2008,Mujeres,0-14,jun,17
2008,Mujeres,0-14,jul,14
2008,Mujeres,0-14,ago,13
2008,Mujeres,0-14,sep,11
2008,Mujeres,0-14,oct,6
2008,Mujeres,0-14,nov,13
2008,Mujeres,0-14,dic,11
2008,Mujeres,15-19,ene,6791
2008,Mujeres,15-19,feb,7158
2008,Mujeres,15-19,mar,6987
2008,Mujeres,15-19,abr,6959
2008,Mujeres,15-19,may,7007
2008,Mujeres,15-19,jun,6930
2008,Mujeres,15-19,jul,6871
2008,Mujeres,15-19,ago,6792
2008,Mujeres,15-19,sep,6410
2008,Mujeres,15-19,oct,6246
2008,Mujeres,15-19,nov,6014
2008,Mujeres,15-19,dic,5824
2008,Mujeres,20-24,ene,36494
2008,Mujeres,20-24,feb,37190
2008,Mujeres,20-24,mar,36671
2008,Mujeres,20-24,abr,36836
2008,Mujeres,20-24,may,36870
2008,Mujeres,20-24,jun,36743
2008,Mujeres,20-24,jul,36582
2008,Mujeres,20-24,ago,36313
2008,Mujeres,20-24,sep,35572
2008,Mujeres,20-24,oct,35862
2008,Mujeres,20-24,nov,34938
2008,Mujeres,20-24,dic,34320
2008,Mujeres,25-29,ene,44566
2008,Mujeres,25-29,feb,45143
2008,Mujeres,25-29,mar,45141
2008,Mujeres,25-29,abr,45501
2008,Mujeres,25-29,may,45902
2008,Mujeres,25-29,jun,45992
2008,Mujeres,25-29,jul,46311
2008,Mujeres,25-29,ago,46410
2008,Mujeres,25-29,sep,46034
2008,Mujeres,25-29,oct,46599
2008,Mujeres,25-29,nov,45833
2008,Mujeres,25-29,dic,45505
2008,Mujeres,30-34,ene,34919
2008,Mujeres,30-34,feb,35276
2008,Mujeres,30-34,mar,35330
2008,Mujeres,30-34,abr,35446
2008,Mujeres,30-34,may,35642
2008,Mujeres,30-34,jun,35473
2008,Mujeres,30-34,jul,35607
2008,Mujeres,30-34,ago,35505
2008,Mujeres,30-34,sep,35386
2008,Mujeres,30-34,oct,35652
2008,Mujeres,30-34,nov,35081
2008,Mujeres,30-34,dic,35015
2008,Mujeres,35-39,ene,30800
2008,Mujeres,35-39,feb,30903
2008,Mujeres,35-39,mar,30913
2008,Mujeres,35-39,abr,30806
2008,Mujeres,35-39,may,30888
2008,Mujeres,35-39,jun,30737
2008,Mujeres,35-39,jul,30721
2008,Mujeres,35-39,ago,30613
2008,Mujeres,35-39,sep,30370
2008,Mujeres,35-39,oct,30447
2008,Mujeres,35-39,nov,30060
2008,Mujeres,35-39,dic,29897
2008,Mujeres,40-44,ene,25632
2008,Mujeres,40-44,feb,25826
2008,Mujeres,40-44,mar,25981
2008,Mujeres,40-44,abr,26123
2008,Mujeres,40-44,may,26350
2008,Mujeres,40-44,jun,26379
2008,Mujeres,40-44,jul,26519
2008,Mujeres,40-44,ago,26612
2008,Mujeres,40-44,sep,26641
2008,Mujeres,40-44,oct,26881
2008,Mujeres,40-44,nov,26726
2008,Mujeres,40-44,dic,26636
2008,Mujeres,45-49,ene,18194
2008,Mujeres,45-49,feb,18392
2008,Mujeres,45-49,mar,18594
2008,Mujeres,45-49,abr,18732
2008,Mujeres,45-49,may,18979
2008,Mujeres,45-49,jun,19136
2008,Mujeres,45-49,jul,19321
2008,Mujeres,45-49,ago,19454
2008,Mujeres,45-49,sep,19550
2008,Mujeres,45-49,oct,19586
2008,Mujeres,45-49,nov,19512
2008,Mujeres,45-49,dic,19565
2008,Mujeres,50-54,ene,11414
2008,Mujeres,50-54,feb,11520
2008,Mujeres,50-54,mar,11650
2008,Mujeres,50-54,abr,11745
2008,Mujeres,50-54,may,11889
2008,Mujeres,50-54,jun,11867
2008,Mujeres,50-54,jul,12070
2008,Mujeres,50-54,ago,12107
2008,Mujeres,50-54,sep,12266
2008,Mujeres,50-54,oct,12387
2008,Mujeres,50-54,nov,12363
2008,Mujeres,50-54,dic,12432
2008,Mujeres,55-59,ene,5597
2008,Mujeres,55-59,feb,5685
2008,Mujeres,55-59,mar,5776
2008,Mujeres,55-59,abr,5853
2008,Mujeres,55-59,may,5921
2008,Mujeres,55-59,jun,5983
2008,Mujeres,55-59,jul,6063
2008,Mujeres,55-59,ago,6169
2008,Mujeres,55-59,sep,6247
2008,Mujeres,55-59,oct,6345
2008,Mujeres,55-59,nov,6295
2008,Mujeres,55-59,dic,6353
2008,Mujeres,60-64,ene,1820
2008,Mujeres,60-64,feb,1817
2008,Mujeres,60-64,mar,1849
2008,Mujeres,60-64,abr,1889
2008,Mujeres,60-64,may,1897
2008,Mujeres,60-64,jun,1916
2008,Mujeres,60-64,jul,1960
2008,Mujeres,60-64,ago,1978
2008,Mujeres,60-64,sep,1998
2008,Mujeres,60-64,oct,2008
2008,Mujeres,60-64,nov,1986
2008,Mujeres,60-64,dic,1974
2008,Mujeres,65 y Más,ene,692
2008,Mujeres,65 y Más,feb,706
2008,Mujeres,65 y Más,mar,727
2008,Mujeres,65 y Más,abr,729
2008,Mujeres,65 y Más,may,736
2008,Mujeres,65 y Más,jun,740
2008,Mujeres,65 y Más,jul,758
2008,Mujeres,65 y Más,ago,763
2008,Mujeres,65 y Más,sep,777
2008,Mujeres,65 y Más,oct,776
2008,Mujeres,65 y Más,nov,751
2008,Mujeres,65 y Más,dic,762
2007,Hombres,0-14,ene,NA
2007,Hombres,0-14,feb,NA
2007,Hombres,0-14,mar,NA
2007,Hombres,0-14,abr,NA
2007,Hombres,0-14,may,NA
2007,Hombres,0-14,jun,NA
2007,Hombres,0-14,jul,NA
2007,Hombres,0-14,ago,NA
2007,Hombres,0-14,sep,NA
2007,Hombres,0-14,oct,NA
2007,Hombres,0-14,nov,NA
2007,Hombres,0-14,dic,NA
2007,Hombres,15-19,ene,NA
2007,Hombres,15-19,feb,NA
2007,Hombres,15-19,mar,NA
2007,Hombres,15-19,abr,NA
2007,Hombres,15-19,may,NA
2007,Hombres,15-19,jun,NA
2007,Hombres,15-19,jul,NA
2007,Hombres,15-19,ago,NA
2007,Hombres,15-19,sep,NA
2007,Hombres,15-19,oct,NA
2007,Hombres,15-19,nov,NA
2007,Hombres,15-19,dic,NA
2007,Hombres,20-24,ene,NA
2007,Hombres,20-24,feb,NA
2007,Hombres,20-24,mar,NA
2007,Hombres,20-24,abr,NA
2007,Hombres,20-24,may,NA
2007,Hombres,20-24,jun,NA
2007,Hombres,20-24,jul,NA
2007,Hombres,20-24,ago,NA
2007,Hombres,20-24,sep,NA
2007,Hombres,20-24,oct,NA
2007,Hombres,20-24,nov,NA
2007,Hombres,20-24,dic,NA
2007,Hombres,25-29,ene,NA
2007,Hombres,25-29,feb,NA
2007,Hombres,25-29,mar,NA
2007,Hombres,25-29,abr,NA
2007,Hombres,25-29,may,NA
2007,Hombres,25-29,jun,NA
2007,Hombres,25-29,jul,NA
2007,Hombres,25-29,ago,NA
2007,Hombres,25-29,sep,NA
2007,Hombres,25-29,oct,NA
2007,Hombres,25-29,nov,NA
2007,Hombres,25-29,dic,NA
2007,Hombres,30-34,ene,NA
2007,Hombres,30-34,feb,NA
2007,Hombres,30-34,mar,NA
2007,Hombres,30-34,abr,NA
2007,Hombres,30-34,may,NA
2007,Hombres,30-34,jun,NA
2007,Hombres,30-34,jul,NA
2007,Hombres,30-34,ago,NA
2007,Hombres,30-34,sep,NA
2007,Hombres,30-34,oct,NA
2007,Hombres,30-34,nov,NA
2007,Hombres,30-34,dic,NA
2007,Hombres,35-39,ene,NA
2007,Hombres,35-39,feb,NA
2007,Hombres,35-39,mar,NA
2007,Hombres,35-39,abr,NA
2007,Hombres,35-39,may,NA
2007,Hombres,35-39,jun,NA
2007,Hombres,35-39,jul,NA
2007,Hombres,35-39,ago,NA
2007,Hombres,35-39,sep,NA
2007,Hombres,35-39,oct,NA
2007,Hombres,35-39,nov,NA
2007,Hombres,35-39,dic,NA
2007,Hombres,40-44,ene,NA
2007,Hombres,40-44,feb,NA
2007,Hombres,40-44,mar,NA
2007,Hombres,40-44,abr,NA
2007,Hombres,40-44,may,NA
2007,Hombres,40-44,jun,NA
2007,Hombres,40-44,jul,NA
2007,Hombres,40-44,ago,NA
2007,Hombres,40-44,sep,NA
2007,Hombres,40-44,oct,NA
2007,Hombres,40-44,nov,NA
2007,Hombres,40-44,dic,NA
2007,Hombres,45-49,ene,NA
2007,Hombres,45-49,feb,NA
2007,Hombres,45-49,mar,NA
2007,Hombres,45-49,abr,NA
2007,Hombres,45-49,may,NA
2007,Hombres,45-49,jun,NA
2007,Hombres,45-49,jul,NA
2007,Hombres,45-49,ago,NA
2007,Hombres,45-49,sep,NA
2007,Hombres,45-49,oct,NA
2007,Hombres,45-49,nov,NA
2007,Hombres,45-49,dic,NA
2007,Hombres,50-54,ene,NA
2007,Hombres,50-54,feb,NA
2007,Hombres,50-54,mar,NA
2007,Hombres,50-54,abr,NA
2007,Hombres,50-54,may,NA
2007,Hombres,50-54,jun,NA
2007,Hombres,50-54,jul,NA
2007,Hombres,50-54,ago,NA
2007,Hombres,50-54,sep,NA
2007,Hombres,50-54,oct,NA
2007,Hombres,50-54,nov,NA
2007,Hombres,50-54,dic,NA
2007,Hombres,55-59,ene,NA
2007,Hombres,55-59,feb,NA
2007,Hombres,55-59,mar,NA
2007,Hombres,55-59,abr,NA
2007,Hombres,55-59,may,NA
2007,Hombres,55-59,jun,NA
2007,Hombres,55-59,jul,NA
2007,Hombres,55-59,ago,NA
2007,Hombres,55-59,sep,NA
2007,Hombres,55-59,oct,NA
2007,Hombres,55-59,nov,NA
2007,Hombres,55-59,dic,NA
2007,Hombres,60-64,ene,NA
2007,Hombres,60-64,feb,NA
2007,Hombres,60-64,mar,NA
2007,Hombres,60-64,abr,NA
2007,Hombres,60-64,may,NA
2007,Hombres,60-64,jun,NA
2007,Hombres,60-64,jul,NA
2007,Hombres,60-64,ago,NA
2007,Hombres,60-64,sep,NA
2007,Hombres,60-64,oct,NA
2007,Hombres,60-64,nov,NA
2007,Hombres,60-64,dic,NA
2007,Hombres,65 y Más,ene,NA
2007,Hombres,65 y Más,feb,NA
2007,Hombres,65 y Más,mar,NA
2007,Hombres,65 y Más,abr,NA
2007,Hombres,65 y Más,may,NA
2007,Hombres,65 y Más,jun,NA
2007,Hombres,65 y Más,jul,NA
2007,Hombres,65 y Más,ago,NA
2007,Hombres,65 y Más,sep,NA
2007,Hombres,65 y Más,oct,NA
2007,Hombres,65 y Más,nov,NA
2007,Hombres,65 y Más,dic,NA
2007,Mujeres,0-14,ene,NA
2007,Mujeres,0-14,feb,NA
2007,Mujeres,0-14,mar,NA
2007,Mujeres,0-14,abr,NA
2007,Mujeres,0-14,may,NA
2007,Mujeres,0-14,jun,NA
2007,Mujeres,0-14,jul,NA
2007,Mujeres,0-14,ago,NA
2007,Mujeres,0-14,sep,NA
2007,Mujeres,0-14,oct,NA
2007,Mujeres,0-14,nov,NA
2007,Mujeres,0-14,dic,NA
2007,Mujeres,15-19,ene,NA
2007,Mujeres,15-19,feb,NA
2007,Mujeres,15-19,mar,NA
2007,Mujeres,15-19,abr,NA
2007,Mujeres,15-19,may,NA
2007,Mujeres,15-19,jun,NA
2007,Mujeres,15-19,jul,NA
2007,Mujeres,15-19,ago,NA
2007,Mujeres,15-19,sep,NA
2007,Mujeres,15-19,oct,NA
2007,Mujeres,15-19,nov,NA
2007,Mujeres,15-19,dic,NA
2007,Mujeres,20-24,ene,NA
2007,Mujeres,20-24,feb,NA
2007,Mujeres,20-24,mar,NA
2007,Mujeres,20-24,abr,NA
2007,Mujeres,20-24,may,NA
2007,Mujeres,20-24,jun,NA
2007,Mujeres,20-24,jul,NA
2007,Mujeres,20-24,ago,NA
2007,Mujeres,20-24,sep,NA
2007,Mujeres,20-24,oct,NA
2007,Mujeres,20-24,nov,NA
2007,Mujeres,20-24,dic,NA
2007,Mujeres,25-29,ene,NA
2007,Mujeres,25-29,feb,NA
2007,Mujeres,25-29,mar,NA
2007,Mujeres,25-29,abr,NA
2007,Mujeres,25-29,may,NA
2007,Mujeres,25-29,jun,NA
2007,Mujeres,25-29,jul,NA
2007,Mujeres,25-29,ago,NA
2007,Mujeres,25-29,sep,NA
2007,Mujeres,25-29,oct,NA
2007,Mujeres,25-29,nov,NA
2007,Mujeres,25-29,dic,NA
2007,Mujeres,30-34,ene,NA
2007,Mujeres,30-34,feb,NA
2007,Mujeres,30-34,mar,NA
2007,Mujeres,30-34,abr,NA
2007,Mujeres,30-34,may,NA
2007,Mujeres,30-34,jun,NA
2007,Mujeres,30-34,jul,NA
2007,Mujeres,30-34,ago,NA
2007,Mujeres,30-34,sep,NA
2007,Mujeres,30-34,oct,NA
2007,Mujeres,30-34,nov,NA
2007,Mujeres,30-34,dic,NA
