year,gender,edad,mes,asegurados
2012,Hombres,65 y Más,mar,3180
2012,Hombres,65 y Más,abr,3314
2012,Hombres,65 y Más,may,3341
2012,Hombres,65 y Más,jun,3362
2012,Hombres,65 y Más,jul,3337
2012,Hombres,65 y Más,ago,3377
2012,Hombres,65 y Más,sep,3390
2012,Hombres,65 y Más,oct,3432
2012,Hombres,65 y Más,nov,3498
2012,Hombres,65 y Más,dic,3563
2012,Mujeres,0-14,ene,4
2012,Mujeres,0-14,feb,7
2012,Mujeres,0-14,mar,5
2012,Mujeres,0-14,abr,3
2012,Mujeres,0-14,may,7
2012,Mujeres,0-14,jun,6
2012,Mujeres,0-14,jul,4
2012,Mujeres,0-14,ago,5
2012,Mujeres,0-14,sep,4
2012,Mujeres,0-14,oct,6
2012,Mujeres,0-14,nov,6
2012,Mujeres,0-14,dic,10
2012,Mujeres,15-19,ene,6265
2012,Mujeres,15-19,feb,6559
2012,Mujeres,15-19,mar,6594
2012,Mujeres,15-19,abr,6412
2012,Mujeres,15-19,may,6545
2012,Mujeres,15-19,jun,6386
2012,Mujeres,15-19,jul,6281
2012,Mujeres,15-19,ago,6089
2012,Mujeres,15-19,sep,6002
2012,Mujeres,15-19,oct,5847
2012,Mujeres,15-19,nov,5975
2012,Mujeres,15-19,dic,6068
2012,Mujeres,20-24,ene,36071
2012,Mujeres,20-24,feb,36469
2012,Mujeres,20-24,mar,36704
2012,Mujeres,20-24,abr,36398
2012,Mujeres,20-24,may,37245
2012,Mujeres,20-24,jun,37093
2012,Mujeres,20-24,jul,37211
2012,Mujeres,20-24,ago,37359
2012,Mujeres,20-24,sep,37348
2012,Mujeres,20-24,oct,37322
2012,Mujeres,20-24,nov,37726
2012,Mujeres,20-24,dic,37905
2012,Mujeres,25-29,ene,52582
2012,Mujeres,25-29,feb,53162
2012,Mujeres,25-29,mar,53341
2012,Mujeres,25-29,abr,53174
2012,Mujeres,25-29,may,53737
2012,Mujeres,25-29,jun,53531
2012,Mujeres,25-29,jul,53549
2012,Mujeres,25-29,ago,53462
2012,Mujeres,25-29,sep,53259
2012,Mujeres,25-29,oct,53049
2012,Mujeres,25-29,nov,53435
2012,Mujeres,25-29,dic,53209
2012,Mujeres,30-34,ene,45377
2012,Mujeres,30-34,feb,45901
2012,Mujeres,30-34,mar,46154
2012,Mujeres,30-34,abr,46185
2012,Mujeres,30-34,may,46905
2012,Mujeres,30-34,jun,47094
2012,Mujeres,30-34,jul,47297
2012,Mujeres,30-34,ago,47738
2012,Mujeres,30-34,sep,47956
2012,Mujeres,30-34,oct,48111
2012,Mujeres,30-34,nov,48654
2012,Mujeres,30-34,dic,48871
2012,Mujeres,35-39,ene,34297
2012,Mujeres,35-39,feb,34675
2012,Mujeres,35-39,mar,34848
2012,Mujeres,35-39,abr,34741
2012,Mujeres,35-39,may,35119
2012,Mujeres,35-39,jun,35038
2012,Mujeres,35-39,jul,35149
2012,Mujeres,35-39,ago,35377
2012,Mujeres,35-39,sep,35510
2012,Mujeres,35-39,oct,35717
2012,Mujeres,35-39,nov,36214
2012,Mujeres,35-39,dic,36285
2012,Mujeres,40-44,ene,29334
2012,Mujeres,40-44,feb,29605
2012,Mujeres,40-44,mar,29751
2012,Mujeres,40-44,abr,29848
2012,Mujeres,40-44,may,30075
2012,Mujeres,40-44,jun,30107
2012,Mujeres,40-44,jul,30175
2012,Mujeres,40-44,ago,30320
2012,Mujeres,40-44,sep,30347
2012,Mujeres,40-44,oct,30404
2012,Mujeres,40-44,nov,30643
2012,Mujeres,40-44,dic,30787
2012,Mujeres,45-49,ene,24142
2012,Mujeres,45-49,feb,24329
2012,Mujeres,45-49,mar,24478
2012,Mujeres,45-49,abr,24559
2012,Mujeres,45-49,may,24779
2012,Mujeres,45-49,jun,24792
2012,Mujeres,45-49,jul,24916
2012,Mujeres,45-49,ago,25022
2012,Mujeres,45-49,sep,25190
2012,Mujeres,45-49,oct,25445
2012,Mujeres,45-49,nov,25591
2012,Mujeres,45-49,dic,25647
2012,Mujeres,50-54,ene,16433
2012,Mujeres,50-54,feb,16713
2012,Mujeres,50-54,mar,16908
2012,Mujeres,50-54,abr,17059
2012,Mujeres,50-54,may,17293
2012,Mujeres,50-54,jun,17385
2012,Mujeres,50-54,jul,17550
2012,Mujeres,50-54,ago,17747
2012,Mujeres,50-54,sep,17930
2012,Mujeres,50-54,oct,18154
2012,Mujeres,50-54,nov,18426
2012,Mujeres,50-54,dic,18515
2012,Mujeres,55-59,ene,9468
2012,Mujeres,55-59,feb,9620
2012,Mujeres,55-59,mar,9793
2012,Mujeres,55-59,abr,9889
2012,Mujeres,55-59,may,9999
2012,Mujeres,55-59,jun,10113
2012,Mujeres,55-59,jul,10192
2012,Mujeres,55-59,ago,10301
2012,Mujeres,55-59,sep,10398
2012,Mujeres,55-59,oct,10584
2012,Mujeres,55-59,nov,10701
2012,Mujeres,55-59,dic,10801
2012,Mujeres,60-64,ene,3030
2012,Mujeres,60-64,feb,3081
2012,Mujeres,60-64,mar,3138
2012,Mujeres,60-64,abr,3160
2012,Mujeres,60-64,may,3220
2012,Mujeres,60-64,jun,3224
2012,Mujeres,60-64,jul,3254
2012,Mujeres,60-64,ago,3324
2012,Mujeres,60-64,sep,3399
2012,Mujeres,60-64,oct,3477
2012,Mujeres,60-64,nov,3551
2012,Mujeres,60-64,dic,3593
2012,Mujeres,65 y Más,ene,1112
2012,Mujeres,65 y Más,feb,1129
2012,Mujeres,65 y Más,mar,1165
2012,Mujeres,65 y Más,abr,1196
2012,Mujeres,65 y Más,may,1213
2012,Mujeres,65 y Más,jun,1223
2012,Mujeres,65 y Más,jul,1231
2012,Mujeres,65 y Más,ago,1257
2012,Mujeres,65 y Más,sep,1272
2012,Mujeres,65 y Más,oct,1306
2012,Mujeres,65 y Más,nov,1317
2012,Mujeres,65 y Más,dic,1346
2011,Hombres,0-14,ene,24
2011,Hombres,0-14,feb,35
2011,Hombres,0-14,mar,41
2011,Hombres,0-14,abr,34
2011,Hombres,0-14,may,20
2011,Hombres,0-14,jun,16
2011,Hombres,0-14,jul,17
2011,Hombres,0-14,ago,22
2011,Hombres,0-14,sep,23
2011,Hombres,0-14,oct,27
2011,Hombres,0-14,nov,29
2011,Hombres,0-14,dic,30
2011,Hombres,15-19,ene,10179
2011,Hombres,15-19,feb,10820
2011,Hombres,15-19,mar,11214
2011,Hombres,15-19,abr,11179
2011,Hombres,15-19,may,11146
2011,Hombres,15-19,jun,11285
2011,Hombres,15-19,jul,10845
2011,Hombres,15-19,ago,10812
2011,Hombres,15-19,sep,10559
2011,Hombres,15-19,oct,10486
2011,Hombres,15-19,nov,11527
2011,Hombres,15-19,dic,11990
2011,Hombres,20-24,ene,49742
2011,Hombres,20-24,feb,50235
2011,Hombres,20-24,mar,51550
2011,Hombres,20-24,abr,51609
2011,Hombres,20-24,may,51551
2011,Hombres,20-24,jun,52256
2011,Hombres,20-24,jul,51017
2011,Hombres,20-24,ago,51078
2011,Hombres,20-24,sep,50664
2011,Hombres,20-24,oct,50598
2011,Hombres,20-24,nov,53037
2011,Hombres,20-24,dic,52801
2011,Hombres,25-29,ene,65424
2011,Hombres,25-29,feb,66060
2011,Hombres,25-29,mar,67118
2011,Hombres,25-29,abr,67442
2011,Hombres,25-29,may,67052
2011,Hombres,25-29,jun,67872
2011,Hombres,25-29,jul,67137
2011,Hombres,25-29,ago,67614
2011,Hombres,25-29,sep,67311
2011,Hombres,25-29,oct,67401
2011,Hombres,25-29,nov,69694
2011,Hombres,25-29,dic,69071
2011,Hombres,30-34,ene,52001
2011,Hombres,30-34,feb,52607
2011,Hombres,30-34,mar,53842
2011,Hombres,30-34,abr,54265
2011,Hombres,30-34,may,54456
2011,Hombres,30-34,jun,55283
2011,Hombres,30-34,jul,55077
2011,Hombres,30-34,ago,55967
2011,Hombres,30-34,sep,56159
2011,Hombres,30-34,oct,56530
2011,Hombres,30-34,nov,58276
2011,Hombres,30-34,dic,57997
2011,Hombres,35-39,ene,38940
2011,Hombres,35-39,feb,39575
2011,Hombres,35-39,mar,40325
2011,Hombres,35-39,abr,40510
2011,Hombres,35-39,may,40600
2011,Hombres,35-39,jun,41076
2011,Hombres,35-39,jul,40948
2011,Hombres,35-39,ago,41412
2011,Hombres,35-39,sep,41482
2011,Hombres,35-39,oct,41583
2011,Hombres,35-39,nov,42623
2011,Hombres,35-39,dic,42355
2011,Hombres,40-44,ene,31300
2011,Hombres,40-44,feb,31484
2011,Hombres,40-44,mar,32105
2011,Hombres,40-44,abr,32148
2011,Hombres,40-44,may,32057
2011,Hombres,40-44,jun,32239
2011,Hombres,40-44,jul,31978
2011,Hombres,40-44,ago,32221
2011,Hombres,40-44,sep,32213
2011,Hombres,40-44,oct,32239
2011,Hombres,40-44,nov,32969
2011,Hombres,40-44,dic,32655
2011,Hombres,45-49,ene,26485
2011,Hombres,45-49,feb,26794
2011,Hombres,45-49,mar,27375
2011,Hombres,45-49,abr,27476
2011,Hombres,45-49,may,27511
2011,Hombres,45-49,jun,27842
2011,Hombres,45-49,jul,27718
2011,Hombres,45-49,ago,27902
2011,Hombres,45-49,sep,27934
2011,Hombres,45-49,oct,27985
2011,Hombres,45-49,nov,28561
2011,Hombres,45-49,dic,28432
2011,Hombres,50-54,ene,20323
2011,Hombres,50-54,feb,20584
2011,Hombres,50-54,mar,20933
2011,Hombres,50-54,abr,21073
2011,Hombres,50-54,may,21099
2011,Hombres,50-54,jun,21348
2011,Hombres,50-54,jul,21208
2011,Hombres,50-54,ago,21517
2011,Hombres,50-54,sep,21563
2011,Hombres,50-54,oct,21602
2011,Hombres,50-54,nov,21906
2011,Hombres,50-54,dic,21884
2011,Hombres,55-59,ene,13324
2011,Hombres,55-59,feb,13551
2011,Hombres,55-59,mar,13840
2011,Hombres,55-59,abr,13931
2011,Hombres,55-59,may,13985
2011,Hombres,55-59,jun,14082
2011,Hombres,55-59,jul,14122
2011,Hombres,55-59,ago,14351
2011,Hombres,55-59,sep,14490
2011,Hombres,55-59,oct,14559
2011,Hombres,55-59,nov,14919
2011,Hombres,55-59,dic,14918
2011,Hombres,60-64,ene,5140
2011,Hombres,60-64,feb,5186
2011,Hombres,60-64,mar,5236
2011,Hombres,60-64,abr,5258
2011,Hombres,60-64,may,5208
2011,Hombres,60-64,jun,5174
2011,Hombres,60-64,jul,5113
2011,Hombres,60-64,ago,5194
2011,Hombres,60-64,sep,5191
2011,Hombres,60-64,oct,5225
2011,Hombres,60-64,nov,5300
2011,Hombres,60-64,dic,5348
2011,Hombres,65 y Más,ene,2893
2011,Hombres,65 y Más,feb,2950
2011,Hombres,65 y Más,mar,3024
2011,Hombres,65 y Más,abr,3016
2011,Hombres,65 y Más,may,3007
2011,Hombres,65 y Más,jun,3011
2011,Hombres,65 y Más,jul,3004
2011,Hombres,65 y Más,ago,3038
2011,Hombres,65 y Más,sep,3058
2011,Hombres,65 y Más,oct,3087
2011,Hombres,65 y Más,nov,3171
2011,Hombres,65 y Más,dic,3176
2011,Mujeres,0-14,ene,16
2011,Mujeres,0-14,feb,17
2011,Mujeres,0-14,mar,16
2011,Mujeres,0-14,abr,15
2011,Mujeres,0-14,may,16
2011,Mujeres,0-14,jun,14
2011,Mujeres,0-14,jul,11
2011,Mujeres,0-14,ago,11
2011,Mujeres,0-14,sep,8
2011,Mujeres,0-14,oct,9
2011,Mujeres,0-14,nov,7
2011,Mujeres,0-14,dic,10
2011,Mujeres,15-19,ene,5000
2011,Mujeres,15-19,feb,5213
2011,Mujeres,15-19,mar,5485
2011,Mujeres,15-19,abr,5527
2011,Mujeres,15-19,may,5659
2011,Mujeres,15-19,jun,5838
2011,Mujeres,15-19,jul,5768
2011,Mujeres,15-19,ago,5861
2011,Mujeres,15-19,sep,5777
2011,Mujeres,15-19,oct,5798
2011,Mujeres,15-19,nov,5904
2011,Mujeres,15-19,dic,5888
2011,Mujeres,20-24,ene,33176
2011,Mujeres,20-24,feb,33542
2011,Mujeres,20-24,mar,34249
2011,Mujeres,20-24,abr,34285
2011,Mujeres,20-24,may,35075
2011,Mujeres,20-24,jun,35900
2011,Mujeres,20-24,jul,35657
2011,Mujeres,20-24,ago,35925
2011,Mujeres,20-24,sep,35764
2011,Mujeres,20-24,oct,35772
2011,Mujeres,20-24,nov,36137
2011,Mujeres,20-24,dic,35674
2011,Mujeres,25-29,ene,49816
2011,Mujeres,25-29,feb,50035
2011,Mujeres,25-29,mar,50625
2011,Mujeres,25-29,abr,50786
2011,Mujeres,25-29,may,51171
2011,Mujeres,25-29,jun,51977
2011,Mujeres,25-29,jul,51858
2011,Mujeres,25-29,ago,52175
2011,Mujeres,25-29,sep,52283
2011,Mujeres,25-29,oct,52488
2011,Mujeres,25-29,nov,53084
2011,Mujeres,25-29,dic,52488
2011,Mujeres,30-34,ene,40444
2011,Mujeres,30-34,feb,40694
2011,Mujeres,30-34,mar,41253
2011,Mujeres,30-34,abr,41483
2011,Mujeres,30-34,may,42077
2011,Mujeres,30-34,jun,42694
2011,Mujeres,30-34,jul,42807
2011,Mujeres,30-34,ago,43404
2011,Mujeres,30-34,sep,43902
2011,Mujeres,30-34,oct,44257
2011,Mujeres,30-34,nov,44997
2011,Mujeres,30-34,dic,44811
2011,Mujeres,35-39,ene,32156
2011,Mujeres,35-39,feb,32399
2011,Mujeres,35-39,mar,32698
2011,Mujeres,35-39,abr,32857
2011,Mujeres,35-39,may,33186
2011,Mujeres,35-39,jun,33459
2011,Mujeres,35-39,jul,33376
2011,Mujeres,35-39,ago,33470
2011,Mujeres,35-39,sep,33689
2011,Mujeres,35-39,oct,33752
2011,Mujeres,35-39,nov,34144
2011,Mujeres,35-39,dic,33989
2011,Mujeres,40-44,ene,28380
2011,Mujeres,40-44,feb,28523
2011,Mujeres,40-44,mar,28732
2011,Mujeres,40-44,abr,28809
2011,Mujeres,40-44,may,28947
2011,Mujeres,40-44,jun,29091
2011,Mujeres,40-44,jul,28922
2011,Mujeres,40-44,ago,29067
2011,Mujeres,40-44,sep,29194
2011,Mujeres,40-44,oct,29156
2011,Mujeres,40-44,nov,29349
2011,Mujeres,40-44,dic,29088
2011,Mujeres,45-49,ene,22341
2011,Mujeres,45-49,feb,22482
2011,Mujeres,45-49,mar,22779
2011,Mujeres,45-49,abr,22934
2011,Mujeres,45-49,may,23162
2011,Mujeres,45-49,jun,23300
2011,Mujeres,45-49,jul,23297
2011,Mujeres,45-49,ago,23441
2011,Mujeres,45-49,sep,23652
2011,Mujeres,45-49,oct,23718
2011,Mujeres,45-49,nov,24003
2011,Mujeres,45-49,dic,24024
2011,Mujeres,50-54,ene,15051
2011,Mujeres,50-54,feb,15189
2011,Mujeres,50-54,mar,15415
2011,Mujeres,50-54,abr,15558
2011,Mujeres,50-54,may,15699
2011,Mujeres,50-54,jun,15838
2011,Mujeres,50-54,jul,15801
2011,Mujeres,50-54,ago,16001
2011,Mujeres,50-54,sep,16036
2011,Mujeres,50-54,oct,16115
2011,Mujeres,50-54,nov,16266
2011,Mujeres,50-54,dic,16240
2011,Mujeres,55-59,ene,8258
2011,Mujeres,55-59,feb,8389
2011,Mujeres,55-59,mar,8532
2011,Mujeres,55-59,abr,8617
2011,Mujeres,55-59,may,8687
2011,Mujeres,55-59,jun,8784
2011,Mujeres,55-59,jul,8784
2011,Mujeres,55-59,ago,8910
2011,Mujeres,55-59,sep,9047
2011,Mujeres,55-59,oct,9185
2011,Mujeres,55-59,nov,9357
2011,Mujeres,55-59,dic,9401
2011,Mujeres,60-64,ene,2567
2011,Mujeres,60-64,feb,2580
2011,Mujeres,60-64,mar,2570
2011,Mujeres,60-64,abr,2589
2011,Mujeres,60-64,may,2655
2011,Mujeres,60-64,jun,2685
2011,Mujeres,60-64,jul,2721
2011,Mujeres,60-64,ago,2782
2011,Mujeres,60-64,sep,2813
2011,Mujeres,60-64,oct,2866
2011,Mujeres,60-64,nov,2907
2011,Mujeres,60-64,dic,2954
2011,Mujeres,65 y Más,ene,991
2011,Mujeres,65 y Más,feb,1002
2011,Mujeres,65 y Más,mar,1025
2011,Mujeres,65 y Más,abr,1054
2011,Mujeres,65 y Más,may,1063
2011,Mujeres,65 y Más,jun,1059
2011,Mujeres,65 y Más,jul,1055
2011,Mujeres,65 y Más,ago,1070
2011,Mujeres,65 y Más,sep,1084
2011,Mujeres,65 y Más,oct,1092
2011,Mujeres,65 y Más,nov,1103
2011,Mujeres,65 y Más,dic,1104
2010,Hombres,0-14,ene,31
2010,Hombres,0-14,feb,42
2010,Hombres,0-14,mar,34
2010,Hombres,0-14,abr,33
2010,Hombres,0-14,may,20
2010,Hombres,0-14,jun,17
2010,Hombres,0-14,jul,16
2010,Hombres,0-14,ago,12
2010,Hombres,0-14,sep,8
2010,Hombres,0-14,oct,6
2010,Hombres,0-14,nov,5
2010,Hombres,0-14,dic,4
2010,Hombres,15-19,ene,10197
2010,Hombres,15-19,feb,10566
2010,Hombres,15-19,mar,10467
2010,Hombres,15-19,abr,10306
2010,Hombres,15-19,may,10082
2010,Hombres,15-19,jun,9727
2010,Hombres,15-19,jul,9622
2010,Hombres,15-19,ago,9269
2010,Hombres,15-19,sep,8614
2010,Hombres,15-19,oct,8533
2010,Hombres,15-19,nov,8925
2010,Hombres,15-19,dic,9433
2010,Hombres,20-24,ene,46494
2010,Hombres,20-24,feb,47386
2010,Hombres,20-24,mar,47542
2010,Hombres,20-24,abr,47600
2010,Hombres,20-24,may,47834
2010,Hombres,20-24,jun,47596
2010,Hombres,20-24,jul,47400
2010,Hombres,20-24,ago,47273
2010,Hombres,20-24,sep,46153
2010,Hombres,20-24,oct,46405
2010,Hombres,20-24,nov,47218
2010,Hombres,20-24,dic,48191
2010,Hombres,25-29,ene,61251
2010,Hombres,25-29,feb,62225
2010,Hombres,25-29,mar,62693
2010,Hombres,25-29,abr,62772
2010,Hombres,25-29,may,63387
2010,Hombres,25-29,jun,63478
2010,Hombres,25-29,jul,63637
2010,Hombres,25-29,ago,63661
2010,Hombres,25-29,sep,62752
2010,Hombres,25-29,oct,63084
2010,Hombres,25-29,nov,63962
2010,Hombres,25-29,dic,64327
2010,Hombres,30-34,ene,46695
2010,Hombres,30-34,feb,47480
2010,Hombres,30-34,mar,47904
2010,Hombres,30-34,abr,47998
2010,Hombres,30-34,may,48449
2010,Hombres,30-34,jun,48640
2010,Hombres,30-34,jul,49063
2010,Hombres,30-34,ago,49190
2010,Hombres,30-34,sep,48982
2010,Hombres,30-34,oct,49697
2010,Hombres,30-34,nov,50722
2010,Hombres,30-34,dic,50938
2010,Hombres,35-39,ene,35833
2010,Hombres,35-39,feb,36496
2010,Hombres,35-39,mar,36949
2010,Hombres,35-39,abr,37049
2010,Hombres,35-39,may,37161
2010,Hombres,35-39,jun,37190
2010,Hombres,35-39,jul,37319
2010,Hombres,35-39,ago,37428
2010,Hombres,35-39,sep,37192
2010,Hombres,35-39,oct,37608
2010,Hombres,35-39,nov,38373
2010,Hombres,35-39,dic,38535
2010,Hombres,40-44,ene,29971
2010,Hombres,40-44,feb,30395
2010,Hombres,40-44,mar,30554
2010,Hombres,40-44,abr,30600
2010,Hombres,40-44,may,30680
2010,Hombres,40-44,jun,30747
2010,Hombres,40-44,jul,30662
2010,Hombres,40-44,ago,30770
2010,Hombres,40-44,sep,30618
2010,Hombres,40-44,oct,30824
2010,Hombres,40-44,nov,31183
2010,Hombres,40-44,dic,31136
2010,Hombres,45-49,ene,25068
2010,Hombres,45-49,feb,25472
2010,Hombres,45-49,mar,25778
2010,Hombres,45-49,abr,25841
2010,Hombres,45-49,may,25844
2010,Hombres,45-49,jun,25891
2010,Hombres,45-49,jul,25786
2010,Hombres,45-49,ago,25843
2010,Hombres,45-49,sep,25697
2010,Hombres,45-49,oct,25884
2010,Hombres,45-49,nov,26285
2010,Hombres,45-49,dic,26299
2010,Hombres,50-54,ene,18586
2010,Hombres,50-54,feb,18867
2010,Hombres,50-54,mar,19140
2010,Hombres,50-54,abr,19245
2010,Hombres,50-54,may,19266
2010,Hombres,50-54,jun,19475
2010,Hombres,50-54,jul,19463
2010,Hombres,50-54,ago,19637
2010,Hombres,50-54,sep,19717
2010,Hombres,50-54,oct,19906
2010,Hombres,50-54,nov,20180
2010,Hombres,50-54,dic,20332
2010,Hombres,55-59,ene,11809
2010,Hombres,55-59,feb,12012
2010,Hombres,55-59,mar,12125
2010,Hombres,55-59,abr,12174
2010,Hombres,55-59,may,12186
2010,Hombres,55-59,jun,12302
2010,Hombres,55-59,jul,12387
2010,Hombres,55-59,ago,12464
2010,Hombres,55-59,sep,12510
2010,Hombres,55-59,oct,12653
2010,Hombres,55-59,nov,12948
2010,Hombres,55-59,dic,12983
2010,Hombres,60-64,ene,4853
2010,Hombres,60-64,feb,4872
2010,Hombres,60-64,mar,4887
2010,Hombres,60-64,abr,4904
2010,Hombres,60-64,may,4872
2010,Hombres,60-64,jun,4848
2010,Hombres,60-64,jul,4888
2010,Hombres,60-64,ago,4937
2010,Hombres,60-64,sep,4900
2010,Hombres,60-64,oct,4977
2010,Hombres,60-64,nov,5055
2010,Hombres,60-64,dic,5096
2010,Hombres,65 y Más,ene,2637
2010,Hombres,65 y Más,feb,2675
2010,Hombres,65 y Más,mar,2682
2010,Hombres,65 y Más,abr,2681
2010,Hombres,65 y Más,may,2665
2010,Hombres,65 y Más,jun,2671
2010,Hombres,65 y Más,jul,2681
2010,Hombres,65 y Más,ago,2707
2010,Hombres,65 y Más,sep,2740
2010,Hombres,65 y Más,oct,2767
2010,Hombres,65 y Más,nov,2801
2010,Hombres,65 y Más,dic,2827
2010,Mujeres,0-14,ene,12
2010,Mujeres,0-14,feb,17
2010,Mujeres,0-14,mar,17
2010,Mujeres,0-14,abr,13
2010,Mujeres,0-14,may,12
2010,Mujeres,0-14,jun,5
2010,Mujeres,0-14,jul,2
2010,Mujeres,0-14,ago,3
2010,Mujeres,0-14,sep,3
2010,Mujeres,0-14,oct,2
2010,Mujeres,0-14,nov,1
2010,Mujeres,0-14,dic,2
2010,Mujeres,15-19,ene,5346
2010,Mujeres,15-19,feb,5409
2010,Mujeres,15-19,mar,5337
2010,Mujeres,15-19,abr,5206
2010,Mujeres,15-19,may,5147
2010,Mujeres,15-19,jun,5170
2010,Mujeres,15-19,jul,4977
2010,Mujeres,15-19,ago,4872
2010,Mujeres,15-19,sep,4698
2010,Mujeres,15-19,oct,4804
2010,Mujeres,15-19,nov,4845
2010,Mujeres,15-19,dic,4814
2010,Mujeres,20-24,ene,32896
2010,Mujeres,20-24,feb,33020
2010,Mujeres,20-24,mar,33015
2010,Mujeres,20-24,abr,33109
2010,Mujeres,20-24,may,33395
2010,Mujeres,20-24,jun,33821
2010,Mujeres,20-24,jul,33342
2010,Mujeres,20-24,ago,33284
2010,Mujeres,20-24,sep,32988
2010,Mujeres,20-24,oct,33426
2010,Mujeres,20-24,nov,33573
2010,Mujeres,20-24,dic,33141
2010,Mujeres,25-29,ene,48029
2010,Mujeres,25-29,feb,48361
2010,Mujeres,25-29,mar,48501
2010,Mujeres,25-29,abr,48166
2010,Mujeres,25-29,may,48690
2010,Mujeres,25-29,jun,49281
2010,Mujeres,25-29,jul,49206
2010,Mujeres,25-29,ago,49400
2010,Mujeres,25-29,sep,49171
2010,Mujeres,25-29,oct,49788
2010,Mujeres,25-29,nov,50036
2010,Mujeres,25-29,dic,49827
2010,Mujeres,30-34,ene,37172
2010,Mujeres,30-34,feb,37335
2010,Mujeres,30-34,mar,37488
2010,Mujeres,30-34,abr,37645
2010,Mujeres,30-34,may,38134
2010,Mujeres,30-34,jun,38661
2010,Mujeres,30-34,jul,38701
2010,Mujeres,30-34,ago,38887
2010,Mujeres,30-34,sep,39188
2010,Mujeres,30-34,oct,39820
2010,Mujeres,30-34,nov,40221
2010,Mujeres,30-34,dic,40235
2010,Mujeres,35-39,ene,31148
2010,Mujeres,35-39,feb,31310
2010,Mujeres,35-39,mar,31345
2010,Mujeres,35-39,abr,31255
2010,Mujeres,35-39,may,31433
2010,Mujeres,35-39,jun,31685
2010,Mujeres,35-39,jul,31692
2010,Mujeres,35-39,ago,31840
2010,Mujeres,35-39,sep,31664
2010,Mujeres,35-39,oct,31950
2010,Mujeres,35-39,nov,32133
2010,Mujeres,35-39,dic,32094
2010,Mujeres,40-44,ene,27658
2010,Mujeres,40-44,feb,27731
2010,Mujeres,40-44,mar,27739
2010,Mujeres,40-44,abr,27784
2010,Mujeres,40-44,may,27906
2010,Mujeres,40-44,jun,28089
2010,Mujeres,40-44,jul,27960
2010,Mujeres,40-44,ago,28082
2010,Mujeres,40-44,sep,28104
2010,Mujeres,40-44,oct,28287
2010,Mujeres,40-44,nov,28570
2010,Mujeres,40-44,dic,28460
2010,Mujeres,45-49,ene,21139
2010,Mujeres,45-49,feb,21273
2010,Mujeres,45-49,mar,21489
2010,Mujeres,45-49,abr,21523
2010,Mujeres,45-49,may,21605
2010,Mujeres,45-49,jun,21751
2010,Mujeres,45-49,jul,21787
2010,Mujeres,45-49,ago,21840
2010,Mujeres,45-49,sep,21969
2010,Mujeres,45-49,oct,22139
2010,Mujeres,45-49,nov,22294
2010,Mujeres,45-49,dic,22321
2010,Mujeres,50-54,ene,13740
2010,Mujeres,50-54,feb,13918
2010,Mujeres,50-54,mar,14082
2010,Mujeres,50-54,abr,14125
2010,Mujeres,50-54,may,14240
2010,Mujeres,50-54,jun,14387
2010,Mujeres,50-54,jul,14416
2010,Mujeres,50-54,ago,14562
2010,Mujeres,50-54,sep,14741
2010,Mujeres,50-54,oct,14920
2010,Mujeres,50-54,nov,15021
2010,Mujeres,50-54,dic,15063
2010,Mujeres,55-59,ene,7277
2010,Mujeres,55-59,feb,7311
2010,Mujeres,55-59,mar,7385
2010,Mujeres,55-59,abr,7451
2010,Mujeres,55-59,may,7447
2010,Mujeres,55-59,jun,7541
2010,Mujeres,55-59,jul,7637
2010,Mujeres,55-59,ago,7715
2010,Mujeres,55-59,sep,7806
2010,Mujeres,55-59,oct,7916
2010,Mujeres,55-59,nov,8089
2010,Mujeres,55-59,dic,8095
2010,Mujeres,60-64,ene,2266
2010,Mujeres,60-64,feb,2301
2010,Mujeres,60-64,mar,2337
2010,Mujeres,60-64,abr,2349
2010,Mujeres,60-64,may,2357
2010,Mujeres,60-64,jun,2380
2010,Mujeres,60-64,jul,2395
2010,Mujeres,60-64,ago,2438
2010,Mujeres,60-64,sep,2457
2010,Mujeres,60-64,oct,2493
2010,Mujeres,60-64,nov,2524
2010,Mujeres,60-64,dic,2570
2010,Mujeres,65 y Más,ene,899
2010,Mujeres,65 y Más,feb,906
2010,Mujeres,65 y Más,mar,893
2010,Mujeres,65 y Más,abr,912
2010,Mujeres,65 y Más,may,908
2010,Mujeres,65 y Más,jun,907
2010,Mujeres,65 y Más,jul,922
2010,Mujeres,65 y Más,ago,932
2010,Mujeres,65 y Más,sep,948
2010,Mujeres,65 y Más,oct,943
2010,Mujeres,65 y Más,nov,962
2010,Mujeres,65 y Más,dic,970
2009,Hombres,0-14,ene,41
2009,Hombres,0-14,feb,58
2009,Hombres,0-14,mar,54
2009,Hombres,0-14,abr,38
2009,Hombres,0-14,may,43
2009,Hombres,0-14,jun,36
2009,Hombres,0-14,jul,26
2009,Hombres,0-14,ago,15
2009,Hombres,0-14,sep,10
2009,Hombres,0-14,oct,13
2009,Hombres,0-14,nov,15
2009,Hombres,0-14,dic,16
2009,Hombres,15-19,ene,11113
2009,Hombres,15-19,feb,10788
2009,Hombres,15-19,mar,10612
2009,Hombres,15-19,abr,10065
2009,Hombres,15-19,may,10370
2009,Hombres,15-19,jun,9662
2009,Hombres,15-19,jul,9342
2009,Hombres,15-19,ago,9356
2009,Hombres,15-19,sep,8767
2009,Hombres,15-19,oct,8714
2009,Hombres,15-19,nov,9464
